city,date,country,latitude,longitude,temp_max_c,temp_min_c,temp_avg_c,precipitation_mm,humidity_pct,wind_speed_kmh,pressure_hpa,visibility_km,uv_index,weather_condition
Delhi,2020-10-17,India,28.61,77.2,27.4,18.8,24.6,0.1,68.2,20.7,1012.7,10.0,7.2,Clear/Sunny
Delhi,2020-10-18,India,28.61,77.2,28.3,19.8,23.9,0.0,72.0,14.0,1010.8,8.8,7.6,Clear/Sunny
Delhi,2020-10-19,India,28.61,77.2,30.3,17.1,21.9,0.3,70.8,10.6,1013.2,10.0,7.3,Clear/Sunny
Delhi,2020-10-20,India,28.61,77.2,29.0,19.4,24.2,0.3,52.6,19.5,1016.0,8.8,4.9,Clear/Sunny
Delhi,2020-10-21,India,28.61,77.2,27.2,18.6,24.6,0.0,65.2,20.9,1001.5,10.0,6.0,Clear/Sunny
Delhi,2020-10-22,India,28.61,77.2,28.7,18.1,23.3,0.0,68.5,12.7,1006.0,9.1,6.7,Clear/Sunny
Delhi,2020-10-23,India,28.61,77.2,26.0,18.9,22.2,0.0,76.8,17.7,1018.1,9.6,6.2,Clear/Sunny
Delhi,2020-10-24,India,28.61,77.2,29.1,18.7,20.1,0.4,64.8,11.0,1019.1,9.9,4.9,Clear/Sunny
Delhi,2020-10-25,India,28.61,77.2,25.4,16.4,23.7,0.0,59.6,12.8,1020.2,10.0,7.2,Clear/Sunny
Delhi,2020-10-26,India,28.61,77.2,27.4,16.7,21.5,0.2,64.8,19.2,1009.6,10.0,7.3,Clear/Sunny
Delhi,2020-10-27,India,28.61,77.2,24.9,16.2,21.0,0.4,55.1,25.9,1016.2,9.6,7.2,Clear/Sunny
Delhi,2020-10-28,India,28.61,77.2,24.4,17.3,20.5,0.0,55.3,20.7,1007.1,9.4,6.6,Clear/Sunny
Delhi,2020-10-29,India,28.61,77.2,25.6,16.4,22.2,0.2,63.4,17.2,1000.1,8.4,8.1,Clear/Sunny
Delhi,2020-10-30,India,28.61,77.2,24.7,14.6,21.2,0.0,59.8,18.8,1011.6,10.0,5.9,Clear/Sunny
Delhi,2020-10-31,India,28.61,77.2,27.0,14.3,20.6,0.0,65.4,11.3,1012.1,8.9,5.6,Clear/Sunny
Delhi,2020-11-01,India,28.61,77.2,25.2,15.7,21.8,0.1,70.1,12.9,1017.4,10.0,5.4,Clear/Sunny
Delhi,2020-11-02,India,28.61,77.2,25.9,15.4,21.2,0.0,56.2,13.3,1000.6,9.2,3.8,Clear/Sunny
Delhi,2020-11-03,India,28.61,77.2,25.6,14.7,19.2,0.0,73.9,21.0,1011.9,10.0,4.5,Clear/Sunny
Delhi,2020-11-04,India,28.61,77.2,23.6,14.5,19.3,0.1,61.1,11.3,1009.9,10.0,5.7,Clear/Sunny
Delhi,2020-11-05,India,28.61,77.2,22.3,13.9,17.9,0.2,75.5,12.6,1012.3,10.0,5.8,Clear/Sunny
Delhi,2020-11-06,India,28.61,77.2,23.1,15.0,20.2,0.1,80.1,14.6,1018.3,10.0,6.6,Cloudy
Delhi,2020-11-07,India,28.61,77.2,22.9,14.3,20.6,0.0,59.1,6.9,1003.3,10.0,4.8,Clear/Sunny
Delhi,2020-11-08,India,28.61,77.2,25.2,14.0,17.7,0.0,61.9,19.2,1015.3,8.4,5.0,Clear/Sunny
Delhi,2020-11-09,India,28.61,77.2,22.5,13.8,17.4,0.3,82.0,7.6,1019.1,10.0,4.3,Cloudy
Delhi,2020-11-10,India,28.61,77.2,22.5,14.4,18.8,0.0,68.6,12.6,996.8,10.0,6.3,Clear/Sunny
Delhi,2020-11-11,India,28.61,77.2,22.3,13.0,19.8,0.0,51.4,20.8,997.7,8.4,5.8,Clear/Sunny
Delhi,2020-11-12,India,28.61,77.2,22.3,14.6,17.2,0.6,62.0,12.6,1000.5,9.9,4.5,Clear/Sunny
Delhi,2020-11-13,India,28.61,77.2,21.6,13.4,18.4,0.1,69.9,19.4,1010.4,9.5,3.7,Clear/Sunny
Delhi,2020-11-14,India,28.61,77.2,24.1,12.0,17.7,0.0,61.6,19.2,1005.1,8.8,3.8,Clear/Sunny
Delhi,2020-11-15,India,28.61,77.2,21.5,13.9,16.5,0.1,68.9,7.4,1020.2,10.0,5.5,Clear/Sunny
Delhi,2020-11-16,India,28.61,77.2,21.6,13.4,17.4,0.2,70.1,15.7,1012.0,9.9,3.9,Clear/Sunny
Delhi,2020-11-17,India,28.61,77.2,21.6,12.7,14.7,0.0,59.6,24.0,1022.0,10.0,5.0,Clear/Sunny
Delhi,2020-11-18,India,28.61,77.2,22.5,10.5,16.7,0.0,54.1,6.4,997.6,9.1,3.4,Clear/Sunny
Delhi,2020-11-19,India,28.61,77.2,23.0,10.0,16.2,0.0,62.6,14.1,1011.4,10.0,3.9,Clear/Sunny
Delhi,2020-11-20,India,28.61,77.2,22.0,12.4,16.0,0.2,61.9,14.1,1014.9,10.0,2.9,Clear/Sunny
Delhi,2020-11-21,India,28.61,77.2,20.7,11.1,14.2,0.0,73.5,17.4,1014.8,10.0,4.7,Clear/Sunny
Delhi,2020-11-22,India,28.61,77.2,19.1,12.1,14.5,0.6,53.5,16.7,1002.6,10.0,4.0,Clear/Sunny
Delhi,2020-11-23,India,28.61,77.2,21.8,9.6,14.4,0.1,62.8,19.4,1012.2,10.0,2.9,Clear/Sunny
Delhi,2020-11-24,India,28.61,77.2,20.4,11.8,14.9,0.1,55.7,11.4,1023.2,10.0,4.3,Clear/Sunny
Delhi,2020-11-25,India,28.61,77.2,18.4,9.0,15.0,0.0,59.8,13.9,1010.3,10.0,6.1,Clear/Sunny
Delhi,2020-11-26,India,28.61,77.2,20.7,7.8,14.6,0.0,55.8,8.6,1015.0,10.0,4.1,Clear/Sunny
Delhi,2020-11-27,India,28.61,77.2,20.6,10.9,15.0,0.0,70.3,11.6,1002.9,10.0,2.9,Clear/Sunny
Delhi,2020-11-28,India,28.61,77.2,20.7,8.2,14.5,0.0,62.9,18.4,1005.6,7.5,4.1,Clear/Sunny
Delhi,2020-11-29,India,28.61,77.2,18.2,9.6,13.8,0.0,63.7,23.9,1011.3,10.0,3.4,Clear/Sunny
Delhi,2020-11-30,India,28.61,77.2,19.5,7.1,13.2,0.0,57.5,15.1,1015.7,8.9,4.1,Clear/Sunny
Delhi,2020-12-01,India,28.61,77.2,18.9,10.0,12.6,0.0,67.6,15.4,1009.6,10.0,3.7,Clear/Sunny
Delhi,2020-12-02,India,28.61,77.2,20.0,9.2,13.6,0.0,57.7,15.8,1007.9,9.3,2.6,Clear/Sunny
Delhi,2020-12-03,India,28.61,77.2,18.5,6.8,13.1,0.0,73.5,17.1,1006.8,9.6,3.2,Clear/Sunny
Delhi,2020-12-04,India,28.61,77.2,18.5,9.4,12.6,0.4,72.5,10.9,1019.3,8.7,3.4,Clear/Sunny
Delhi,2020-12-05,India,28.61,77.2,17.1,7.9,12.2,0.0,63.4,15.5,1009.8,9.6,3.2,Clear/Sunny
Delhi,2020-12-06,India,28.61,77.2,19.9,7.4,13.2,0.0,64.0,14.3,1024.1,9.1,2.9,Clear/Sunny
Delhi,2020-12-07,India,28.61,77.2,19.3,9.1,14.5,0.0,81.6,27.1,1006.8,10.0,2.8,Cloudy
Delhi,2020-12-08,India,28.61,77.2,18.3,5.9,13.5,0.0,71.8,14.1,996.9,10.0,1.9,Clear/Sunny
Delhi,2020-12-09,India,28.61,77.2,18.0,5.9,13.7,0.0,72.2,12.5,1024.0,10.0,2.6,Clear/Sunny
Delhi,2020-12-10,India,28.61,77.2,16.9,7.6,12.0,0.1,67.0,15.9,1020.3,10.0,2.4,Clear/Sunny
Delhi,2020-12-11,India,28.61,77.2,16.6,8.1,11.2,0.0,63.2,20.2,1013.7,10.0,2.8,Clear/Sunny
Delhi,2020-12-12,India,28.61,77.2,19.1,6.9,12.2,0.0,66.3,24.8,1003.5,9.0,0.9,Clear/Sunny
Delhi,2020-12-13,India,28.61,77.2,15.4,8.4,12.9,0.0,63.8,14.7,1026.1,9.7,2.8,Clear/Sunny
Delhi,2020-12-14,India,28.61,77.2,17.8,7.4,12.6,0.0,72.4,19.7,1023.6,7.7,2.7,Clear/Sunny
Delhi,2020-12-15,India,28.61,77.2,17.3,5.6,12.3,0.0,69.6,15.1,1001.9,9.1,1.1,Clear/Sunny
Delhi,2020-12-16,India,28.61,77.2,16.9,8.0,9.6,0.0,53.5,24.1,1001.9,9.4,2.4,Clear/Sunny
Delhi,2020-12-17,India,28.61,77.2,15.5,5.4,11.7,0.1,54.3,17.2,1013.2,10.0,2.3,Clear/Sunny
Delhi,2020-12-18,India,28.61,77.2,16.3,6.8,11.4,0.1,66.3,15.1,1027.8,7.9,3.8,Clear/Sunny
Delhi,2020-12-19,India,28.61,77.2,15.4,7.6,12.4,0.2,66.9,18.4,1007.1,10.0,3.2,Clear/Sunny
Delhi,2020-12-20,India,28.61,77.2,16.8,7.1,12.1,0.1,60.8,22.6,1015.1,9.4,1.8,Clear/Sunny
Delhi,2020-12-21,India,28.61,77.2,17.7,7.9,11.2,0.0,56.2,12.5,1013.6,8.5,1.8,Clear/Sunny
Delhi,2020-12-22,India,28.61,77.2,15.7,4.7,7.0,0.0,71.6,11.8,1010.4,8.7,2.5,Clear/Sunny
Delhi,2020-12-23,India,28.61,77.2,16.0,7.0,9.7,0.0,53.3,14.5,1015.7,10.0,2.4,Clear/Sunny
Delhi,2020-12-24,India,28.61,77.2,17.1,7.7,11.9,0.0,54.5,12.6,1013.8,10.0,1.2,Clear/Sunny
Delhi,2020-12-25,India,28.61,77.2,16.2,6.8,11.3,0.7,78.3,17.0,1024.0,7.0,3.0,Clear/Sunny
Delhi,2020-12-26,India,28.61,77.2,16.3,3.8,10.5,0.5,61.2,18.8,1027.3,7.9,3.3,Clear/Sunny
Delhi,2020-12-27,India,28.61,77.2,13.7,6.8,11.3,0.0,59.7,8.9,1016.0,10.0,1.7,Clear/Sunny
Delhi,2020-12-28,India,28.61,77.2,14.5,5.5,10.5,0.0,52.6,8.8,1014.1,9.9,2.2,Clear/Sunny
Delhi,2020-12-29,India,28.61,77.2,17.1,6.7,9.9,0.0,74.7,16.9,1015.2,10.0,2.0,Clear/Sunny
Delhi,2020-12-30,India,28.61,77.2,16.9,4.5,9.3,0.3,65.8,10.0,1008.0,10.0,2.0,Clear/Sunny
Delhi,2020-12-31,India,28.61,77.2,14.7,5.9,8.8,0.7,79.8,17.9,1018.1,10.0,1.0,Clear/Sunny
Delhi,2021-01-01,India,28.61,77.2,14.6,3.7,12.0,0.3,71.1,22.6,1005.7,10.0,1.2,Clear/Sunny
Delhi,2021-01-02,India,28.61,77.2,16.6,4.1,10.7,0.0,69.7,10.8,1029.5,10.0,2.5,Clear/Sunny
Delhi,2021-01-03,India,28.61,77.2,14.2,5.0,12.0,0.6,60.4,13.5,993.9,8.6,2.8,Clear/Sunny
Delhi,2021-01-04,India,28.61,77.2,15.5,6.8,10.6,0.0,61.3,17.2,1012.3,8.7,1.8,Clear/Sunny
Delhi,2021-01-05,India,28.61,77.2,15.8,4.8,9.7,0.0,65.8,14.7,1017.6,9.1,0.5,Clear/Sunny
Delhi,2021-01-06,India,28.61,77.2,14.0,6.6,9.4,0.4,69.3,16.1,1009.5,8.9,0.7,Clear/Sunny
Delhi,2021-01-07,India,28.61,77.2,13.7,5.1,9.7,0.9,66.4,14.0,1009.8,10.0,0.0,Clear/Sunny
Delhi,2021-01-08,India,28.61,77.2,14.1,3.1,11.4,0.0,65.1,12.8,1001.8,9.3,0.5,Clear/Sunny
Delhi,2021-01-09,India,28.61,77.2,14.7,7.0,8.9,0.0,62.8,13.2,1005.2,10.0,2.1,Clear/Sunny
Delhi,2021-01-10,India,28.61,77.2,13.9,5.9,9.7,0.4,64.0,23.5,1024.6,9.6,1.4,Clear/Sunny
Delhi,2021-01-11,India,28.61,77.2,15.7,5.4,9.5,0.1,70.5,13.5,1027.5,8.4,1.8,Clear/Sunny
Delhi,2021-01-12,India,28.61,77.2,17.0,3.5,8.7,0.6,51.2,21.2,1016.9,8.7,1.5,Clear/Sunny
Delhi,2021-01-13,India,28.61,77.2,16.3,6.5,8.1,0.0,67.3,7.5,1013.2,8.3,1.9,Clear/Sunny
Delhi,2021-01-14,India,28.61,77.2,14.1,3.1,10.1,0.0,71.9,20.2,1000.1,9.9,3.8,Clear/Sunny
Delhi,2021-01-15,India,28.61,77.2,14.8,6.7,11.4,0.0,57.8,12.8,1025.4,9.2,1.7,Clear/Sunny
Delhi,2021-01-16,India,28.61,77.2,13.7,5.9,9.6,0.0,53.7,8.7,1012.5,9.5,0.9,Clear/Sunny
Delhi,2021-01-17,India,28.61,77.2,16.9,7.0,10.1,0.6,73.0,13.9,1025.8,10.0,1.4,Clear/Sunny
Delhi,2021-01-18,India,28.61,77.2,13.9,6.7,11.6,0.0,64.7,13.7,1015.4,9.7,2.3,Clear/Sunny
Delhi,2021-01-19,India,28.61,77.2,15.0,6.0,11.7,0.0,74.7,18.0,1014.9,9.5,2.3,Clear/Sunny
Delhi,2021-01-20,India,28.61,77.2,14.0,4.9,9.3,0.0,44.0,6.9,1011.2,9.6,1.0,Clear/Sunny
Delhi,2021-01-21,India,28.61,77.2,14.0,4.2,11.4,0.1,71.7,12.6,1001.3,10.0,0.9,Clear/Sunny
Delhi,2021-01-22,India,28.61,77.2,15.5,3.2,10.8,0.0,63.4,17.4,996.4,10.0,3.2,Clear/Sunny
Delhi,2021-01-23,India,28.61,77.2,15.1,6.8,8.8,0.0,70.5,16.6,1025.4,8.0,1.4,Clear/Sunny
Delhi,2021-01-24,India,28.61,77.2,14.6,4.6,12.3,0.5,67.6,8.5,1009.0,8.8,1.9,Clear/Sunny
Delhi,2021-01-25,India,28.61,77.2,17.0,6.4,10.1,0.0,55.8,11.3,1011.8,10.0,1.6,Clear/Sunny
Delhi,2021-01-26,India,28.61,77.2,16.8,7.2,10.4,0.2,70.2,8.1,1010.7,10.0,0.6,Clear/Sunny
Delhi,2021-01-27,India,28.61,77.2,13.6,5.9,11.2,0.0,65.1,23.0,1010.2,10.0,2.7,Clear/Sunny
Delhi,2021-01-28,India,28.61,77.2,14.0,7.3,8.8,0.6,59.0,18.2,1024.9,10.0,2.2,Clear/Sunny
Delhi,2021-01-29,India,28.61,77.2,14.8,6.6,9.4,0.7,56.2,14.2,1005.6,10.0,1.6,Clear/Sunny
Delhi,2021-01-30,India,28.61,77.2,15.7,7.2,10.7,0.0,66.5,16.7,999.7,9.8,2.2,Clear/Sunny
Delhi,2021-01-31,India,28.61,77.2,14.3,5.8,10.6,0.0,55.9,6.4,1018.1,10.0,3.2,Clear/Sunny
Delhi,2021-02-01,India,28.61,77.2,14.0,3.9,11.1,0.0,50.3,12.3,1000.4,9.6,1.2,Clear/Sunny
Delhi,2021-02-02,India,28.61,77.2,17.1,5.7,11.0,0.2,60.5,9.5,1019.7,10.0,2.8,Clear/Sunny
Delhi,2021-02-03,India,28.61,77.2,14.4,7.5,10.6,0.1,69.6,25.1,1003.8,10.0,2.7,Clear/Sunny
Delhi,2021-02-04,India,28.61,77.2,16.4,4.9,11.3,0.0,62.6,11.4,1016.6,9.5,1.7,Clear/Sunny
Delhi,2021-02-05,India,28.61,77.2,16.6,4.6,11.7,0.2,70.6,13.3,1021.8,9.7,2.8,Clear/Sunny
Delhi,2021-02-06,India,28.61,77.2,18.2,5.2,9.7,0.0,61.1,15.0,1020.5,9.9,2.5,Clear/Sunny
Delhi,2021-02-07,India,28.61,77.2,15.6,6.3,11.1,0.0,72.9,18.7,999.9,10.0,1.5,Clear/Sunny
Delhi,2021-02-08,India,28.61,77.2,18.2,4.9,10.4,0.0,67.3,9.0,1006.4,10.0,4.2,Clear/Sunny
Delhi,2021-02-09,India,28.61,77.2,15.7,8.0,10.6,0.2,60.8,13.1,1025.9,10.0,3.4,Clear/Sunny
Delhi,2021-02-10,India,28.61,77.2,15.4,7.3,12.4,0.3,60.2,13.2,1010.4,8.3,1.8,Clear/Sunny
Delhi,2021-02-11,India,28.61,77.2,16.9,8.4,13.3,0.0,60.9,12.2,1023.4,9.3,1.9,Clear/Sunny
Delhi,2021-02-12,India,28.61,77.2,15.4,7.8,12.6,0.0,53.8,21.4,1004.5,10.0,1.2,Clear/Sunny
Delhi,2021-02-13,India,28.61,77.2,16.1,8.7,12.1,0.0,75.2,17.6,1012.9,9.1,4.0,Clear/Sunny
Delhi,2021-02-14,India,28.61,77.2,16.2,8.9,11.8,0.0,72.7,13.7,1005.9,10.0,3.0,Clear/Sunny
Delhi,2021-02-15,India,28.61,77.2,17.8,5.3,11.9,0.0,54.0,9.8,1010.3,10.0,1.7,Clear/Sunny
Delhi,2021-02-16,India,28.61,77.2,18.5,8.5,12.0,0.0,48.9,9.0,1011.1,9.8,2.5,Clear/Sunny
Delhi,2021-02-17,India,28.61,77.2,19.4,9.2,13.1,0.7,53.2,10.6,1022.5,10.0,3.4,Clear/Sunny
Delhi,2021-02-18,India,28.61,77.2,16.8,7.0,13.7,0.0,84.4,16.2,1010.3,8.7,2.9,Cloudy
Delhi,2021-02-19,India,28.61,77.2,18.9,9.2,10.2,0.0,58.8,9.6,1021.1,10.0,3.6,Clear/Sunny
Delhi,2021-02-20,India,28.61,77.2,16.0,9.9,13.1,0.0,63.9,24.6,1016.1,8.7,2.1,Clear/Sunny
Delhi,2021-02-21,India,28.61,77.2,18.7,7.1,12.8,0.0,57.0,18.1,1015.3,10.0,1.4,Clear/Sunny
Delhi,2021-02-22,India,28.61,77.2,17.9,9.3,13.6,0.0,62.1,15.6,1018.5,9.1,2.5,Clear/Sunny
Delhi,2021-02-23,India,28.61,77.2,19.1,6.8,13.0,0.0,77.7,12.1,1003.9,10.0,3.6,Clear/Sunny
Delhi,2021-02-24,India,28.61,77.2,20.5,7.6,13.2,0.3,66.6,17.3,1009.0,10.0,3.2,Clear/Sunny
Delhi,2021-02-25,India,28.61,77.2,18.1,10.7,16.2,0.3,53.4,11.8,1013.5,8.5,2.6,Clear/Sunny
Delhi,2021-02-26,India,28.61,77.2,18.6,10.3,13.7,0.0,64.0,12.5,1014.6,9.7,2.6,Clear/Sunny
Delhi,2021-02-27,India,28.61,77.2,19.3,7.5,12.7,0.1,65.0,9.5,1018.5,9.3,3.0,Clear/Sunny
Delhi,2021-02-28,India,28.61,77.2,19.6,7.7,13.6,0.3,71.6,11.5,1013.1,9.8,3.3,Clear/Sunny
Delhi,2021-03-01,India,28.61,77.2,20.1,8.8,15.4,0.3,68.8,13.5,1009.6,10.0,2.1,Clear/Sunny
Delhi,2021-03-02,India,28.61,77.2,20.2,10.4,13.8,0.2,66.4,18.3,1018.6,9.0,2.5,Clear/Sunny
Delhi,2021-03-03,India,28.61,77.2,19.5,11.9,14.9,0.2,59.1,19.2,1016.4,10.0,4.1,Clear/Sunny
Delhi,2021-03-04,India,28.61,77.2,20.1,9.5,16.1,0.0,70.3,13.3,1014.8,10.0,3.7,Clear/Sunny
Delhi,2021-03-05,India,28.61,77.2,20.6,10.8,15.1,0.1,68.1,14.5,1012.2,9.7,3.0,Clear/Sunny
Delhi,2021-03-06,India,28.61,77.2,20.7,10.2,16.0,1.1,58.0,16.3,1013.8,9.3,2.9,Clear/Sunny
Delhi,2021-03-07,India,28.61,77.2,19.7,9.7,16.3,0.0,54.1,17.0,1023.3,10.0,4.3,Clear/Sunny
Delhi,2021-03-08,India,28.61,77.2,21.2,10.2,16.0,0.0,68.3,13.5,1032.2,10.0,3.6,Clear/Sunny
Delhi,2021-03-09,India,28.61,77.2,20.7,9.4,15.4,0.0,70.0,28.7,1002.4,10.0,5.6,Clear/Sunny
Delhi,2021-03-10,India,28.61,77.2,20.5,9.8,15.5,0.0,59.7,12.8,1010.5,9.4,3.5,Clear/Sunny
Delhi,2021-03-11,India,28.61,77.2,22.0,10.6,17.7,0.0,75.0,22.2,994.2,10.0,3.6,Clear/Sunny
Delhi,2021-03-12,India,28.61,77.2,20.7,12.5,16.5,0.0,69.0,8.4,1014.9,10.0,5.7,Clear/Sunny
Delhi,2021-03-13,India,28.61,77.2,23.0,12.5,16.3,0.4,59.5,8.4,1021.9,9.7,5.6,Clear/Sunny
Delhi,2021-03-14,India,28.61,77.2,22.9,11.6,16.7,0.0,63.1,16.5,1003.7,8.9,4.8,Clear/Sunny
Delhi,2021-03-15,India,28.61,77.2,21.0,14.2,17.4,0.7,70.2,17.6,1020.4,9.9,4.9,Clear/Sunny
Delhi,2021-03-16,India,28.61,77.2,21.1,11.4,17.0,0.3,71.0,17.5,1011.3,10.0,4.2,Clear/Sunny
Delhi,2021-03-17,India,28.61,77.2,23.8,13.0,16.7,0.2,57.2,15.7,1018.8,10.0,3.6,Clear/Sunny
Delhi,2021-03-18,India,28.61,77.2,22.0,11.8,16.9,0.3,59.8,12.4,996.8,10.0,6.9,Clear/Sunny
Delhi,2021-03-19,India,28.61,77.2,24.0,12.7,17.7,0.0,60.4,19.6,1009.0,9.6,4.6,Clear/Sunny
Delhi,2021-03-20,India,28.61,77.2,24.1,12.7,16.7,0.2,52.0,8.9,1016.8,10.0,5.3,Clear/Sunny
Delhi,2021-03-21,India,28.61,77.2,24.3,15.1,19.2,0.0,65.8,20.5,1025.9,10.0,4.5,Clear/Sunny
Delhi,2021-03-22,India,28.61,77.2,24.5,14.2,18.4,0.2,63.7,17.5,998.6,10.0,6.4,Clear/Sunny
Delhi,2021-03-23,India,28.61,77.2,24.6,14.7,19.3,0.4,63.5,13.6,1023.7,9.5,5.4,Clear/Sunny
Delhi,2021-03-24,India,28.61,77.2,23.9,12.7,20.1,0.0,69.4,11.0,1025.7,10.0,4.9,Clear/Sunny
Delhi,2021-03-25,India,28.61,77.2,25.5,14.3,20.9,0.2,65.8,11.9,1006.8,8.8,4.7,Clear/Sunny
Delhi,2021-03-26,India,28.61,77.2,24.0,14.4,19.2,0.0,62.3,9.1,1002.2,8.7,5.2,Clear/Sunny
Delhi,2021-03-27,India,28.61,77.2,26.4,15.6,21.1,0.0,62.2,18.9,1019.8,9.7,6.6,Clear/Sunny
Delhi,2021-03-28,India,28.61,77.2,26.2,17.1,19.2,0.7,70.6,11.9,1026.6,8.8,5.8,Clear/Sunny
Delhi,2021-03-29,India,28.61,77.2,24.2,15.6,22.0,0.0,80.8,12.2,1011.1,10.0,5.8,Cloudy
Delhi,2021-03-30,India,28.61,77.2,27.4,15.3,19.9,0.0,61.1,21.1,1016.8,9.4,4.5,Clear/Sunny
Delhi,2021-03-31,India,28.61,77.2,26.8,15.9,20.5,0.4,71.2,15.4,1021.8,10.0,6.1,Clear/Sunny
Delhi,2021-04-01,India,28.61,77.2,26.4,16.5,20.3,0.0,61.1,19.5,1001.7,9.8,6.8,Clear/Sunny
Delhi,2021-04-02,India,28.61,77.2,25.2,18.0,19.8,0.0,54.6,8.5,1027.5,10.0,5.3,Clear/Sunny
Delhi,2021-04-03,India,28.61,77.2,27.7,15.1,22.3,0.3,68.6,9.4,1015.4,10.0,5.5,Clear/Sunny
Delhi,2021-04-04,India,28.61,77.2,27.9,17.4,20.9,0.1,51.6,24.0,1003.9,10.0,4.7,Clear/Sunny
Delhi,2021-04-05,India,28.61,77.2,28.4,16.7,22.9,0.3,73.4,11.6,1001.8,9.8,5.8,Clear/Sunny
Delhi,2021-04-06,India,28.61,77.2,26.5,16.7,24.4,0.5,70.8,13.0,1019.2,10.0,7.1,Clear/Sunny
Delhi,2021-04-07,India,28.61,77.2,26.4,17.2,22.7,0.1,67.9,23.4,996.8,10.0,6.3,Clear/Sunny
Delhi,2021-04-08,India,28.61,77.2,29.3,19.2,24.1,0.0,69.7,16.1,1023.3,10.0,4.7,Clear/Sunny
Delhi,2021-04-09,India,28.61,77.2,28.4,17.2,23.1,0.6,60.3,27.3,1006.7,10.0,7.7,Clear/Sunny
Delhi,2021-04-10,India,28.61,77.2,27.0,17.1,24.7,0.0,64.4,18.5,1015.4,9.3,6.7,Clear/Sunny
Delhi,2021-04-11,India,28.61,77.2,29.8,17.1,24.0,0.0,60.8,19.4,999.7,9.4,6.8,Clear/Sunny
Delhi,2021-04-12,India,28.61,77.2,28.5,19.5,22.8,0.3,52.4,18.4,1011.9,10.0,7.4,Clear/Sunny
Delhi,2021-04-13,India,28.61,77.2,30.5,21.5,23.8,0.0,66.3,21.6,1018.6,9.9,7.4,Clear/Sunny
Delhi,2021-04-14,India,28.61,77.2,29.2,21.5,25.9,0.0,64.0,15.4,1017.2,10.0,6.7,Clear/Sunny
Delhi,2021-04-15,India,28.61,77.2,28.6,20.2,24.9,0.0,57.9,13.6,994.8,10.0,8.3,Clear/Sunny
Delhi,2021-04-16,India,28.61,77.2,29.1,19.1,26.2,0.0,67.1,19.2,1000.5,10.0,6.0,Clear/Sunny
Delhi,2021-04-17,India,28.61,77.2,28.9,20.6,25.2,0.0,52.2,4.2,1018.8,10.0,7.3,Clear/Sunny
Delhi,2021-04-18,India,28.61,77.2,29.4,20.1,25.6,0.0,78.6,13.4,1018.8,8.2,7.8,Clear/Sunny
Delhi,2021-04-19,India,28.61,77.2,31.9,19.9,26.9,0.7,64.6,19.8,1016.7,9.5,7.8,Clear/Sunny
Delhi,2021-04-20,India,28.61,77.2,30.8,19.9,27.3,0.0,71.7,10.0,1012.0,9.5,7.2,Clear/Sunny
Delhi,2021-04-21,India,28.61,77.2,33.3,19.8,25.2,2.3,88.9,20.6,1012.8,10.0,9.6,Rain
Delhi,2021-04-22,India,28.61,77.2,32.5,20.9,27.8,0.7,67.3,25.2,1015.7,9.2,8.5,Clear/Sunny
Delhi,2021-04-23,India,28.61,77.2,34.0,21.7,28.7,0.0,55.8,17.3,1007.6,7.8,8.1,Clear/Sunny
Delhi,2021-04-24,India,28.61,77.2,32.3,23.2,27.0,0.0,63.1,10.6,1007.1,10.0,8.1,Clear/Sunny
Delhi,2021-04-25,India,28.61,77.2,33.2,21.4,27.7,0.8,56.2,11.9,1015.6,8.7,10.3,Clear/Sunny
Delhi,2021-04-26,India,28.61,77.2,31.8,23.6,28.0,0.0,66.3,17.3,1008.6,10.0,7.7,Clear/Sunny
Delhi,2021-04-27,India,28.61,77.2,31.8,24.7,29.0,0.0,79.0,12.5,1011.9,9.9,10.1,Clear/Sunny
Delhi,2021-04-28,India,28.61,77.2,32.6,23.0,29.1,0.3,61.7,15.4,1004.5,8.9,10.3,Clear/Sunny
Delhi,2021-04-29,India,28.61,77.2,34.5,22.6,29.1,0.0,58.2,11.5,1011.8,9.3,7.5,Clear/Sunny
Delhi,2021-04-30,India,28.61,77.2,33.1,23.3,29.3,0.0,74.2,17.0,1013.7,10.0,9.5,Clear/Sunny
Delhi,2021-05-01,India,28.61,77.2,35.5,23.3,28.3,0.0,77.0,13.2,1017.6,10.0,8.4,Clear/Sunny
Delhi,2021-05-02,India,28.61,77.2,34.1,23.0,29.7,0.2,68.3,16.1,1010.0,7.3,9.3,Clear/Sunny
Delhi,2021-05-03,India,28.61,77.2,34.0,24.5,29.9,0.3,73.3,5.5,1013.7,8.3,8.5,Clear/Sunny
Delhi,2021-05-04,India,28.61,77.2,36.4,24.5,30.9,0.0,76.8,17.6,1009.9,9.1,9.2,Clear/Sunny
Delhi,2021-05-05,India,28.61,77.2,34.7,23.5,30.7,0.0,90.4,13.1,1001.2,10.0,11.0,Cloudy
Delhi,2021-05-06,India,28.61,77.2,35.7,24.6,30.7,0.0,72.2,21.2,1003.7,9.6,7.7,Clear/Sunny
Delhi,2021-05-07,India,28.61,77.2,36.6,24.1,29.5,0.0,66.5,5.2,1009.9,8.6,10.1,Clear/Sunny
Delhi,2021-05-08,India,28.61,77.2,35.8,24.7,30.1,0.0,60.6,15.2,1013.3,10.0,8.9,Clear/Sunny
Delhi,2021-05-09,India,28.61,77.2,34.4,28.0,30.4,0.0,76.5,14.6,1016.8,9.5,8.5,Clear/Sunny
